Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Sales,Month,City,Hours,minute,second,Grouped
193961,Wired Headphones,1,11.99,2019-04-25 10:06:00,"544 Sunset St, San Francisco, CA 94016",11.99,4,San Francisco,10,6,0,"Google Phone , USB-C Charging Cable , Wired Headphones"
193968,Google Phone,1,600.0,2019-04-02 18:40:00,"222 4th St, Boston, MA 02215",600.0,4,Boston,18,40,0,"Google Phone , USB-C Charging Cable"
193968,USB-C Charging Cable,1,11.95,2019-04-02 18:40:00,"222 4th St, Boston, MA 02215",11.95,4,Boston,18,40,0,"Google Phone , USB-C Charging Cable"
193994,Google Phone,1,600.0,2019-04-28 20:34:00,"45 Dogwood St, Los Angeles, CA 90001",600.0,4,Los Angeles,20,34,0,"Google Phone , USB-C Charging Cable"
193994,USB-C Charging Cable,1,11.95,2019-04-28 20:34:00,"45 Dogwood St, Los Angeles, CA 90001",11.95,4,Los Angeles,20,34,0,"Google Phone , USB-C Charging Cable"
194008,AA Batteries (4-pack),1,3.84,2019-04-12 18:09:00,"425 Elm St, San Francisco, CA 94016",3.84,4,San Francisco,18,9,0,"AA Batteries (4-pack) , Wired Headphones"
194008,Wired Headphones,1,11.99,2019-04-12 18:09:00,"425 Elm St, San Francisco, CA 94016",11.99,4,San Francisco,18,9,0,"AA Batteries (4-pack) , Wired Headphones"
194021,Google Phone,1,600.0,2019-04-29 14:50:00,"203 Washington St, Boston, MA 02215",600.0,4,Boston,14,50,0,"Google Phone , Wired Headphones"
194021,Wired Headphones,1,11.99,2019-04-29 14:50:00,"203 Washington St, Boston, MA 02215",11.99,4,Boston,14,50,0,"Google Phone , Wired Headphones"
194050,AA Batteries (4-pack),1,3.84,2019-04-27 00:27:00,"997 9th St, San Francisco, CA 94016",3.84,4,San Francisco,0,27,0,"AA Batteries (4-pack) , USB-C Charging Cable"
194050,USB-C Charging Cable,1,11.95,2019-04-27 00:27:00,"997 9th St, San Francisco, CA 94016",11.95,4,San Francisco,0,27,0,"AA Batteries (4-pack) , USB-C Charging Cable"
194056,iPhone,1,700.0,2019-04-10 10:05:00,"280 7th St, San Francisco, CA 94016",700.0,4,San Francisco,10,5,0,"iPhone , Lightning Charging Cable"
194056,Lightning Charging Cable,1,14.95,2019-04-10 10:05:00,"280 7th St, San Francisco, CA 94016",14.95,4,San Francisco,10,5,0,"iPhone , Lightning Charging Cable"
194061,iPhone,1,700.0,2019-04-14 20:22:00,"209 6th St, Atlanta, GA 30301",700.0,4,Atlanta,20,22,0,"iPhone , Lightning Charging Cable"
194061,Lightning Charging Cable,3,14.95,2019-04-14 20:22:00,"209 6th St, Atlanta, GA 30301",44.85,4,Atlanta,20,22,0,"iPhone , Lightning Charging Cable"
236716,AA Batteries (4-pack),2,3.84,2019-08-17 20:12:00,"84 Cedar St, San Francisco, CA 94016",7.68,8,San Francisco,20,12,0,"AA Batteries (4-pack) , USB-C Charging Cable"
236716,USB-C Charging Cable,1,11.95,2019-08-17 20:12:00,"84 Cedar St, San Francisco, CA 94016",11.95,8,San Francisco,20,12,0,"AA Batteries (4-pack) , USB-C Charging Cable"
236729,iPhone,1,700.0,2019-08-09 09:28:00,"635 Lake St, San Francisco, CA 94016",700.0,8,San Francisco,9,28,0,"iPhone , Apple Airpods Headphones"
236729,Apple Airpods Headphones,1,150.0,2019-08-09 09:28:00,"635 Lake St, San Francisco, CA 94016",150.0,8,San Francisco,9,28,0,"iPhone , Apple Airpods Headphones"
236730,Google Phone,1,600.0,2019-08-02 10:17:00,"445 Lincoln St, New York City, NY 10001",600.0,8,New York City,10,17,0,"Google Phone , Wired Headphones"
236730,Wired Headphones,1,11.99,2019-08-02 10:17:00,"445 Lincoln St, New York City, NY 10001",11.99,8,New York City,10,17,0,"Google Phone , Wired Headphones"
236799,Google Phone,1,600.0,2019-08-01 12:38:00,"309 2nd St, San Francisco, CA 94016",600.0,8,San Francisco,12,38,0,"Google Phone , Wired Headphones"
236799,Wired Headphones,1,11.99,2019-08-01 12:38:00,"309 2nd St, San Francisco, CA 94016",11.99,8,San Francisco,12,38,0,"Google Phone , Wired Headphones"
236829,Vareebadd Phone,1,400.0,2019-08-16 08:51:00,"27 2nd St, Los Angeles, CA 90001",400.0,8,Los Angeles,8,51,0,"Vareebadd Phone , USB-C Charging Cable"
236829,USB-C Charging Cable,1,11.95,2019-08-16 08:51:00,"27 2nd St, Los Angeles, CA 90001",11.95,8,Los Angeles,8,51,0,"Vareebadd Phone , USB-C Charging Cable"
236885,27in 4K Gaming Monitor,1,389.99,2019-08-15 12:10:00,"835 Cedar St, Portland, OR 97035",389.99,8,Portland,12,10,0,"27in 4K Gaming Monitor , USB-C Charging Cable"
236885,USB-C Charging Cable,1,11.95,2019-08-15 12:10:00,"835 Cedar St, Portland, OR 97035",11.95,8,Portland,12,10,0,"27in 4K Gaming Monitor , USB-C Charging Cable"
236992,Google Phone,1,600.0,2019-08-20 10:13:00,"544 Lakeview St, New York City, NY 10001",600.0,8,New York City,10,13,0,"Google Phone , USB-C Charging Cable"
236992,USB-C Charging Cable,1,11.95,2019-08-20 10:13:00,"544 Lakeview St, New York City, NY 10001",11.95,8,New York City,10,13,0,"Google Phone , USB-C Charging Cable"
237013,iPhone,1,700.0,2019-08-06 07:13:00,"720 12th St, Los Angeles, CA 90001",700.0,8,Los Angeles,7,13,0,"iPhone , Lightning Charging Cable"
237013,Lightning Charging Cable,1,14.95,2019-08-06 07:13:00,"720 12th St, Los Angeles, CA 90001",14.95,8,Los Angeles,7,13,0,"iPhone , Lightning Charging Cable"
237045,Bose SoundSport Headphones,1,99.99,2019-08-11 18:25:00,"119 9th St, Boston, MA 02215",99.99,8,Boston,18,25,0,"Bose SoundSport Headphones , Wired Headphones"
237045,Wired Headphones,1,11.99,2019-08-11 18:25:00,"119 9th St, Boston, MA 02215",11.99,8,Boston,18,25,0,"Bose SoundSport Headphones , Wired Headphones"
237063,LG Dryer,1,600.0,2019-08-06 10:10:00,"303 Lake St, New York City, NY 10001",600.0,8,New York City,10,10,0,"LG Dryer , AA Batteries (4-pack)"
237063,AA Batteries (4-pack),1,3.84,2019-08-06 10:10:00,"303 Lake St, New York City, NY 10001",3.84,8,New York City,10,10,0,"LG Dryer , AA Batteries (4-pack)"
237067,iPhone,1,700.0,2019-08-11 19:08:00,"730 West St, Boston, MA 02215",700.0,8,Boston,19,8,0,"iPhone , Lightning Charging Cable"
237067,Lightning Charging Cable,1,14.95,2019-08-11 19:08:00,"730 West St, Boston, MA 02215",14.95,8,Boston,19,8,0,"iPhone , Lightning Charging Cable"
237148,iPhone,1,700.0,2019-08-22 16:48:00,"605 Lakeview St, San Francisco, CA 94016",700.0,8,San Francisco,16,48,0,"iPhone , Lightning Charging Cable"
237148,Lightning Charging Cable,1,14.95,2019-08-22 16:48:00,"605 Lakeview St, San Francisco, CA 94016",14.95,8,San Francisco,16,48,0,"iPhone , Lightning Charging Cable"
237218,iPhone,1,700.0,2019-08-07 15:45:00,"492 Spruce St, San Francisco, CA 94016",700.0,8,San Francisco,15,45,0,"iPhone , Lightning Charging Cable"
237218,Lightning Charging Cable,1,14.95,2019-08-07 15:45:00,"492 Spruce St, San Francisco, CA 94016",14.95,8,San Francisco,15,45,0,"iPhone , Lightning Charging Cable"
237232,Bose SoundSport Headphones,1,99.99,2019-08-31 11:00:00,"136 Highland St, Boston, MA 02215",99.99,8,Boston,11,0,0,"Bose SoundSport Headphones , AAA Batteries (4-pack)"
237232,AAA Batteries (4-pack),1,2.99,2019-08-31 11:00:00,"136 Highland St, Boston, MA 02215",2.99,8,Boston,11,0,0,"Bose SoundSport Headphones , AAA Batteries (4-pack)"
237245,AAA Batteries (4-pack),1,2.99,2019-08-02 19:24:00,"276 Wilson St, Boston, MA 02215",2.99,8,Boston,19,24,0,"AAA Batteries (4-pack) , AA Batteries (4-pack)"
237245,AA Batteries (4-pack),1,3.84,2019-08-02 19:24:00,"276 Wilson St, Boston, MA 02215",3.84,8,Boston,19,24,0,"AAA Batteries (4-pack) , AA Batteries (4-pack)"
237251,iPhone,1,700.0,2019-08-30 11:18:00,"542 River St, New York City, NY 10001",700.0,8,New York City,11,18,0,"iPhone , Wired Headphones"
237251,Wired Headphones,1,11.99,2019-08-30 11:18:00,"542 River St, New York City, NY 10001",11.99,8,New York City,11,18,0,"iPhone , Wired Headphones"
237261,USB-C Charging Cable,1,11.95,2019-08-25 21:20:00,"102 Elm St, Atlanta, GA 30301",11.95,8,Atlanta,21,20,0,"USB-C Charging Cable , Apple Airpods Headphones"
237261,Apple Airpods Headphones,1,150.0,2019-08-25 21:20:00,"102 Elm St, Atlanta, GA 30301",150.0,8,Atlanta,21,20,0,"USB-C Charging Cable , Apple Airpods Headphones"
237267,iPhone,1,700.0,2019-08-17 17:11:00,"368 Wilson St, New York City, NY 10001",700.0,8,New York City,17,11,0,"iPhone , Wired Headphones"
237267,Wired Headphones,1,11.99,2019-08-17 17:11:00,"368 Wilson St, New York City, NY 10001",11.99,8,New York City,17,11,0,"iPhone , Wired Headphones"
237288,Google Phone,1,600.0,2019-08-20 14:33:00,"45 6th St, San Francisco, CA 94016",600.0,8,San Francisco,14,33,0,"Google Phone , Wired Headphones"
237288,Wired Headphones,1,11.99,2019-08-20 14:33:00,"45 6th St, San Francisco, CA 94016",11.99,8,San Francisco,14,33,0,"Google Phone , Wired Headphones"
237295,AAA Batteries (4-pack),1,2.99,2019-08-24 11:59:00,"935 Cherry St, Boston, MA 02215",2.99,8,Boston,11,59,0,"AAA Batteries (4-pack) , 27in FHD Monitor"
237295,27in FHD Monitor,1,149.99,2019-08-24 11:59:00,"935 Cherry St, Boston, MA 02215",149.99,8,Boston,11,59,0,"AAA Batteries (4-pack) , 27in FHD Monitor"
237298,Flatscreen TV,1,300.0,2019-08-04 10:54:00,"318 Elm St, Dallas, TX 75001",300.0,8,Dallas,10,54,0,"Flatscreen TV , USB-C Charging Cable"
237298,USB-C Charging Cable,1,11.95,2019-08-04 10:54:00,"318 Elm St, Dallas, TX 75001",11.95,8,Dallas,10,54,0,"Flatscreen TV , USB-C Charging Cable"
237299,USB-C Charging Cable,1,11.95,2019-08-01 12:36:00,"961 River St, Austin, TX 73301",11.95,8,Austin,12,36,0,"USB-C Charging Cable , Wired Headphones"
237299,Wired Headphones,1,11.99,2019-08-01 12:36:00,"961 River St, Austin, TX 73301",11.99,8,Austin,12,36,0,"USB-C Charging Cable , Wired Headphones"
237319,Google Phone,1,600.0,2019-08-02 15:19:00,"696 Center St, San Francisco, CA 94016",600.0,8,San Francisco,15,19,0,"Google Phone , USB-C Charging Cable"
237319,USB-C Charging Cable,1,11.95,2019-08-02 15:19:00,"696 Center St, San Francisco, CA 94016",11.95,8,San Francisco,15,19,0,"Google Phone , USB-C Charging Cable"
237338,AA Batteries (4-pack),1,3.84,2019-08-23 17:03:00,"543 7th St, San Francisco, CA 94016",3.84,8,San Francisco,17,3,0,"AA Batteries (4-pack) , 27in FHD Monitor"
237338,27in FHD Monitor,1,149.99,2019-08-23 17:03:00,"543 7th St, San Francisco, CA 94016",149.99,8,San Francisco,17,3,0,"AA Batteries (4-pack) , 27in FHD Monitor"
237396,27in FHD Monitor,1,149.99,2019-08-04 15:41:00,"289 Lakeview St, Seattle, WA 98101",149.99,8,Seattle,15,41,0,"27in FHD Monitor , Bose SoundSport Headphones"
237396,Bose SoundSport Headphones,1,99.99,2019-08-04 15:41:00,"289 Lakeview St, Seattle, WA 98101",99.99,8,Seattle,15,41,0,"27in FHD Monitor , Bose SoundSport Headphones"
237430,27in 4K Gaming Monitor,1,389.99,2019-08-03 09:39:00,"384 Johnson St, New York City, NY 10001",389.99,8,New York City,9,39,0,"27in 4K Gaming Monitor , Lightning Charging Cable"
237430,Lightning Charging Cable,1,14.95,2019-08-03 09:39:00,"384 Johnson St, New York City, NY 10001",14.95,8,New York City,9,39,0,"27in 4K Gaming Monitor , Lightning Charging Cable"
237469,Vareebadd Phone,1,400.0,2019-08-13 16:56:00,"752 Jackson St, Los Angeles, CA 90001",400.0,8,Los Angeles,16,56,0,"Vareebadd Phone , 34in Ultrawide Monitor"
237469,34in Ultrawide Monitor,1,379.99,2019-08-13 16:56:00,"752 Jackson St, Los Angeles, CA 90001",379.99,8,Los Angeles,16,56,0,"Vareebadd Phone , 34in Ultrawide Monitor"
237503,Bose SoundSport Headphones,1,99.99,2019-08-10 10:33:00,"710 Sunset St, Portland, OR 97035",99.99,8,Portland,10,33,0,"Bose SoundSport Headphones , Lightning Charging Cable"
237503,Lightning Charging Cable,1,14.95,2019-08-10 10:33:00,"710 Sunset St, Portland, OR 97035",14.95,8,Portland,10,33,0,"Bose SoundSport Headphones , Lightning Charging Cable"
237540,Vareebadd Phone,1,400.0,2019-08-24 17:54:00,"136 2nd St, San Francisco, CA 94016",400.0,8,San Francisco,17,54,0,"Vareebadd Phone , USB-C Charging Cable"
237540,USB-C Charging Cable,1,11.95,2019-08-24 17:54:00,"136 2nd St, San Francisco, CA 94016",11.95,8,San Francisco,17,54,0,"Vareebadd Phone , USB-C Charging Cable"
237556,iPhone,1,700.0,2019-08-23 19:20:00,"503 Washington St, New York City, NY 10001",700.0,8,New York City,19,20,0,"iPhone , Lightning Charging Cable"
237556,Lightning Charging Cable,1,14.95,2019-08-23 19:20:00,"503 Washington St, New York City, NY 10001",14.95,8,New York City,19,20,0,"iPhone , Lightning Charging Cable"
237584,Google Phone,1,600.0,2019-08-16 11:08:00,"892 Hickory St, Atlanta, GA 30301",600.0,8,Atlanta,11,8,0,"Google Phone , USB-C Charging Cable"
237584,USB-C Charging Cable,1,11.95,2019-08-16 11:08:00,"892 Hickory St, Atlanta, GA 30301",11.95,8,Atlanta,11,8,0,"Google Phone , USB-C Charging Cable"
237629,AAA Batteries (4-pack),1,2.99,2019-08-09 23:24:00,"13 Cedar St, Seattle, WA 98101",2.99,8,Seattle,23,24,0,"AAA Batteries (4-pack) , USB-C Charging Cable"
237629,USB-C Charging Cable,1,11.95,2019-08-09 23:24:00,"13 Cedar St, Seattle, WA 98101",11.95,8,Seattle,23,24,0,"AAA Batteries (4-pack) , USB-C Charging Cable"
237679,iPhone,1,700.0,2019-08-30 00:21:00,"621 Johnson St, New York City, NY 10001",700.0,8,New York City,0,21,0,"iPhone , Lightning Charging Cable"
237679,Lightning Charging Cable,2,14.95,2019-08-30 00:21:00,"621 Johnson St, New York City, NY 10001",29.9,8,New York City,0,21,0,"iPhone , Lightning Charging Cable"
237692,Google Phone,1,600.0,2019-08-20 08:02:00,"309 12th St, Los Angeles, CA 90001",600.0,8,Los Angeles,8,2,0,"Google Phone , USB-C Charging Cable"
237692,USB-C Charging Cable,1,11.95,2019-08-20 08:02:00,"309 12th St, Los Angeles, CA 90001",11.95,8,Los Angeles,8,2,0,"Google Phone , USB-C Charging Cable"
237733,Flatscreen TV,1,300.0,2019-08-03 20:08:00,"986 Wilson St, New York City, NY 10001",300.0,8,New York City,20,8,0,"Flatscreen TV , Macbook Pro Laptop"
237733,Macbook Pro Laptop,1,1700.0,2019-08-03 20:08:00,"986 Wilson St, New York City, NY 10001",1700.0,8,New York City,20,8,0,"Flatscreen TV , Macbook Pro Laptop"
237751,Apple Airpods Headphones,1,150.0,2019-08-18 08:14:00,"94 6th St, Dallas, TX 75001",150.0,8,Dallas,8,14,0,"Apple Airpods Headphones , AA Batteries (4-pack)"
237751,AA Batteries (4-pack),1,3.84,2019-08-18 08:14:00,"94 6th St, Dallas, TX 75001",3.84,8,Dallas,8,14,0,"Apple Airpods Headphones , AA Batteries (4-pack)"
237753,Vareebadd Phone,1,400.0,2019-08-21 16:39:00,"875 Johnson St, San Francisco, CA 94016",400.0,8,San Francisco,16,39,0,"Vareebadd Phone , USB-C Charging Cable"
237753,USB-C Charging Cable,1,11.95,2019-08-21 16:39:00,"875 Johnson St, San Francisco, CA 94016",11.95,8,San Francisco,16,39,0,"Vareebadd Phone , USB-C Charging Cable"
237801,iPhone,1,700.0,2019-08-10 13:56:00,"535 4th St, Boston, MA 02215",700.0,8,Boston,13,56,0,"iPhone , Lightning Charging Cable"
237801,Lightning Charging Cable,1,14.95,2019-08-10 13:56:00,"535 4th St, Boston, MA 02215",14.95,8,Boston,13,56,0,"iPhone , Lightning Charging Cable"
237812,Lightning Charging Cable,1,14.95,2019-08-06 21:25:00,"851 13th St, Austin, TX 73301",14.95,8,Austin,21,25,0,"Lightning Charging Cable , AAA Batteries (4-pack)"
237812,AAA Batteries (4-pack),1,2.99,2019-08-06 21:25:00,"851 13th St, Austin, TX 73301",2.99,8,Austin,21,25,0,"Lightning Charging Cable , AAA Batteries (4-pack)"
237820,iPhone,1,700.0,2019-08-11 17:17:00,"507 Hill St, Portland, OR 97035",700.0,8,Portland,17,17,0,"iPhone , Lightning Charging Cable"
237820,Lightning Charging Cable,1,14.95,2019-08-11 17:17:00,"507 Hill St, Portland, OR 97035",14.95,8,Portland,17,17,0,"iPhone , Lightning Charging Cable"
237831,Google Phone,1,600.0,2019-08-13 18:56:00,"378 Adams St, San Francisco, CA 94016",600.0,8,San Francisco,18,56,0,"Google Phone , USB-C Charging Cable"
237831,USB-C Charging Cable,1,11.95,2019-08-13 18:56:00,"378 Adams St, San Francisco, CA 94016",11.95,8,San Francisco,18,56,0,"Google Phone , USB-C Charging Cable"
237869,Vareebadd Phone,1,400.0,2019-08-19 21:36:00,"501 Wilson St, Portland, OR 97035",400.0,8,Portland,21,36,0,"Vareebadd Phone , Wired Headphones"
237869,Wired Headphones,1,11.99,2019-08-19 21:36:00,"501 Wilson St, Portland, OR 97035",11.99,8,Portland,21,36,0,"Vareebadd Phone , Wired Headphones"
237925,Google Phone,1,600.0,2019-08-07 13:39:00,"876 Park St, Dallas, TX 75001",600.0,8,Dallas,13,39,0,"Google Phone , USB-C Charging Cable"
237925,USB-C Charging Cable,1,11.95,2019-08-07 13:39:00,"876 Park St, Dallas, TX 75001",11.95,8,Dallas,13,39,0,"Google Phone , USB-C Charging Cable"
237946,Macbook Pro Laptop,1,1700.0,2019-08-06 23:28:00,"554 Main St, New York City, NY 10001",1700.0,8,New York City,23,28,0,"Macbook Pro Laptop , Lightning Charging Cable"
237946,Lightning Charging Cable,1,14.95,2019-08-06 23:28:00,"554 Main St, New York City, NY 10001",14.95,8,New York City,23,28,0,"Macbook Pro Laptop , Lightning Charging Cable"
237969,AA Batteries (4-pack),1,3.84,2019-08-11 03:09:00,"681 Johnson St, Austin, TX 73301",3.84,8,Austin,3,9,0,"AA Batteries (4-pack) , Google Phone"
237969,Google Phone,1,600.0,2019-08-11 03:09:00,"681 Johnson St, Austin, TX 73301",600.0,8,Austin,3,9,0,"AA Batteries (4-pack) , Google Phone"
237975,iPhone,1,700.0,2019-08-20 09:02:00,"890 Center St, Austin, TX 73301",700.0,8,Austin,9,2,0,"iPhone , Apple Airpods Headphones"
237975,Apple Airpods Headphones,1,150.0,2019-08-20 09:02:00,"890 Center St, Austin, TX 73301",150.0,8,Austin,9,2,0,"iPhone , Apple Airpods Headphones"
238007,Lightning Charging Cable,1,14.95,2019-08-15 17:28:00,"475 West St, Los Angeles, CA 90001",14.95,8,Los Angeles,17,28,0,"Lightning Charging Cable , AA Batteries (4-pack)"
238007,AA Batteries (4-pack),1,3.84,2019-08-15 17:28:00,"475 West St, Los Angeles, CA 90001",3.84,8,Los Angeles,17,28,0,"Lightning Charging Cable , AA Batteries (4-pack)"
238024,iPhone,1,700.0,2019-08-30 12:02:00,"227 Elm St, San Francisco, CA 94016",700.0,8,San Francisco,12,2,0,"iPhone , Lightning Charging Cable"
238024,Lightning Charging Cable,1,14.95,2019-08-30 12:02:00,"227 Elm St, San Francisco, CA 94016",14.95,8,San Francisco,12,2,0,"iPhone , Lightning Charging Cable"
238157,USB-C Charging Cable,1,11.95,2019-08-12 19:09:00,"14 Lakeview St, San Francisco, CA 94016",11.95,8,San Francisco,19,9,0,"USB-C Charging Cable , AAA Batteries (4-pack)"
238157,AAA Batteries (4-pack),6,2.99,2019-08-12 19:09:00,"14 Lakeview St, San Francisco, CA 94016",17.94,8,San Francisco,19,9,0,"USB-C Charging Cable , AAA Batteries (4-pack)"
238211,Google Phone,1,600.0,2019-08-08 11:33:00,"247 West St, Portland, OR 97035",600.0,8,Portland,11,33,0,"Google Phone , USB-C Charging Cable , Wired Headphones"
238211,USB-C Charging Cable,1,11.95,2019-08-08 11:33:00,"247 West St, Portland, OR 97035",11.95,8,Portland,11,33,0,"Google Phone , USB-C Charging Cable , Wired Headphones"
238211,Wired Headphones,1,11.99,2019-08-08 11:33:00,"247 West St, Portland, OR 97035",11.99,8,Portland,11,33,0,"Google Phone , USB-C Charging Cable , Wired Headphones"
238213,Apple Airpods Headphones,1,150.0,2019-08-19 21:00:00,"665 Forest St, Los Angeles, CA 90001",150.0,8,Los Angeles,21,0,0,"Apple Airpods Headphones , Macbook Pro Laptop"
238213,Macbook Pro Laptop,1,1700.0,2019-08-19 21:00:00,"665 Forest St, Los Angeles, CA 90001",1700.0,8,Los Angeles,21,0,0,"Apple Airpods Headphones , Macbook Pro Laptop"
238221,iPhone,1,700.0,2019-08-23 20:46:00,"237 1st St, Los Angeles, CA 90001",700.0,8,Los Angeles,20,46,0,"iPhone , Wired Headphones"
238221,Wired Headphones,1,11.99,2019-08-23 20:46:00,"237 1st St, Los Angeles, CA 90001",11.99,8,Los Angeles,20,46,0,"iPhone , Wired Headphones"
238237,Google Phone,1,600.0,2019-08-10 09:40:00,"792 Park St, Dallas, TX 75001",600.0,8,Dallas,9,40,0,"Google Phone , USB-C Charging Cable"
238237,USB-C Charging Cable,1,11.95,2019-08-10 09:40:00,"792 Park St, Dallas, TX 75001",11.95,8,Dallas,9,40,0,"Google Phone , USB-C Charging Cable"
238242,Bose SoundSport Headphones,1,99.99,2019-08-26 07:53:00,"307 Park St, Austin, TX 73301",99.99,8,Austin,7,53,0,"Bose SoundSport Headphones , Wired Headphones"
238242,Wired Headphones,1,11.99,2019-08-26 07:53:00,"307 Park St, Austin, TX 73301",11.99,8,Austin,7,53,0,"Bose SoundSport Headphones , Wired Headphones"
238273,iPhone,1,700.0,2019-08-13 11:00:00,"865 Spruce St, San Francisco, CA 94016",700.0,8,San Francisco,11,0,0,"iPhone , Lightning Charging Cable"
238273,Lightning Charging Cable,1,14.95,2019-08-13 11:00:00,"865 Spruce St, San Francisco, CA 94016",14.95,8,San Francisco,11,0,0,"iPhone , Lightning Charging Cable"
238294,AA Batteries (4-pack),1,3.84,2019-08-28 20:00:00,"558 Wilson St, Los Angeles, CA 90001",3.84,8,Los Angeles,20,0,0,"AA Batteries (4-pack) , Wired Headphones"
238294,Wired Headphones,1,11.99,2019-08-28 20:00:00,"558 Wilson St, Los Angeles, CA 90001",11.99,8,Los Angeles,20,0,0,"AA Batteries (4-pack) , Wired Headphones"
238330,Vareebadd Phone,1,400.0,2019-08-15 22:07:00,"384 4th St, Dallas, TX 75001",400.0,8,Dallas,22,7,0,"Vareebadd Phone , AA Batteries (4-pack)"
238330,AA Batteries (4-pack),1,3.84,2019-08-15 22:07:00,"384 4th St, Dallas, TX 75001",3.84,8,Dallas,22,7,0,"Vareebadd Phone , AA Batteries (4-pack)"
238362,iPhone,1,700.0,2019-08-18 13:13:00,"459 Wilson St, Austin, TX 73301",700.0,8,Austin,13,13,0,"iPhone , Lightning Charging Cable , Apple Airpods Headphones"
238362,Lightning Charging Cable,1,14.95,2019-08-18 13:13:00,"459 Wilson St, Austin, TX 73301",14.95,8,Austin,13,13,0,"iPhone , Lightning Charging Cable , Apple Airpods Headphones"
238362,Apple Airpods Headphones,1,150.0,2019-08-18 13:13:00,"459 Wilson St, Austin, TX 73301",150.0,8,Austin,13,13,0,"iPhone , Lightning Charging Cable , Apple Airpods Headphones"
238383,Bose SoundSport Headphones,1,99.99,2019-08-22 14:15:00,"339 Center St, New York City, NY 10001",99.99,8,New York City,14,15,0,"Bose SoundSport Headphones , AA Batteries (4-pack)"
238383,AA Batteries (4-pack),1,3.84,2019-08-22 14:15:00,"339 Center St, New York City, NY 10001",3.84,8,New York City,14,15,0,"Bose SoundSport Headphones , AA Batteries (4-pack)"
238395,AA Batteries (4-pack),3,3.84,2019-08-02 00:00:00,"824 Forest St, Austin, TX 73301",11.52,8,Austin,0,0,0,"AA Batteries (4-pack) , Google Phone"
238395,Google Phone,1,600.0,2019-08-02 00:00:00,"824 Forest St, Austin, TX 73301",600.0,8,Austin,0,0,0,"AA Batteries (4-pack) , Google Phone"
238398,AA Batteries (4-pack),1,3.84,2019-08-08 19:24:00,"204 Spruce St, San Francisco, CA 94016",3.84,8,San Francisco,19,24,0,"AA Batteries (4-pack) , AAA Batteries (4-pack)"
238398,AAA Batteries (4-pack),2,2.99,2019-08-08 19:24:00,"204 Spruce St, San Francisco, CA 94016",5.98,8,San Francisco,19,24,0,"AA Batteries (4-pack) , AAA Batteries (4-pack)"
238399,Google Phone,1,600.0,2019-08-05 20:50:00,"579 Pine St, New York City, NY 10001",600.0,8,New York City,20,50,0,"Google Phone , USB-C Charging Cable"
238399,USB-C Charging Cable,1,11.95,2019-08-05 20:50:00,"579 Pine St, New York City, NY 10001",11.95,8,New York City,20,50,0,"Google Phone , USB-C Charging Cable"
238433,iPhone,1,700.0,2019-08-29 17:58:00,"903 12th St, Los Angeles, CA 90001",700.0,8,Los Angeles,17,58,0,"iPhone , Lightning Charging Cable"
238433,Lightning Charging Cable,1,14.95,2019-08-29 17:58:00,"903 12th St, Los Angeles, CA 90001",14.95,8,Los Angeles,17,58,0,"iPhone , Lightning Charging Cable"
238441,iPhone,1,700.0,2019-08-25 23:16:00,"95 Hill St, New York City, NY 10001",700.0,8,New York City,23,16,0,"iPhone , Lightning Charging Cable"
238441,Lightning Charging Cable,1,14.95,2019-08-25 23:16:00,"95 Hill St, New York City, NY 10001",14.95,8,New York City,23,16,0,"iPhone , Lightning Charging Cable"
238461,Apple Airpods Headphones,1,150.0,2019-08-20 06:21:00,"967 Lincoln St, Atlanta, GA 30301",150.0,8,Atlanta,6,21,0,"Apple Airpods Headphones , Macbook Pro Laptop"
238461,Macbook Pro Laptop,1,1700.0,2019-08-20 06:21:00,"967 Lincoln St, Atlanta, GA 30301",1700.0,8,Atlanta,6,21,0,"Apple Airpods Headphones , Macbook Pro Laptop"
238474,Google Phone,1,600.0,2019-08-02 22:26:00,"48 Madison St, San Francisco, CA 94016",600.0,8,San Francisco,22,26,0,"Google Phone , USB-C Charging Cable"
238474,USB-C Charging Cable,1,11.95,2019-08-02 22:26:00,"48 Madison St, San Francisco, CA 94016",11.95,8,San Francisco,22,26,0,"Google Phone , USB-C Charging Cable"
238522,Wired Headphones,1,11.99,2019-08-31 13:48:00,"93 Jefferson St, Dallas, TX 75001",11.99,8,Dallas,13,48,0,"Wired Headphones , 34in Ultrawide Monitor"
238522,34in Ultrawide Monitor,1,379.99,2019-08-31 13:48:00,"93 Jefferson St, Dallas, TX 75001",379.99,8,Dallas,13,48,0,"Wired Headphones , 34in Ultrawide Monitor"
238587,Lightning Charging Cable,1,14.95,2019-08-23 18:28:00,"360 Cedar St, New York City, NY 10001",14.95,8,New York City,18,28,0,"Lightning Charging Cable , USB-C Charging Cable"
238587,USB-C Charging Cable,1,11.95,2019-08-23 18:28:00,"360 Cedar St, New York City, NY 10001",11.95,8,New York City,18,28,0,"Lightning Charging Cable , USB-C Charging Cable"
238641,iPhone,1,700.0,2019-08-06 18:51:00,"534 9th St, Los Angeles, CA 90001",700.0,8,Los Angeles,18,51,0,"iPhone , Wired Headphones"
238641,Wired Headphones,1,11.99,2019-08-06 18:51:00,"534 9th St, Los Angeles, CA 90001",11.99,8,Los Angeles,18,51,0,"iPhone , Wired Headphones"
